Id,MU2020,MU2015,MU2010,MU2005,MU2000,MU1995,MU1990
12199,1,1,1,1,1,1,1
12200,1,1,1,1,1,1,1
12201,1,1,1,1,1,1,1
12202,1,1,1,1,1,1,1
12203,1,1,1,1,1,1,1
12204,1,1,1,1,1,1,1
12205,1,1,1,1,1,1,1
12206,1,1,1,1,1,1,1
12207,1,1,1,1,1,1,1
12208,1,1,1,1,1,1,1
12209,1,1,1,1,1,1,1
12210,1,1,1,1,1,1,1
12211,1,1,1,1,1,1,1
12212,1,1,1,1,1,1,1
12213,1,1,1,1,1,1,1
12214,1,1,1,1,1,1,1
12215,1,1,1,1,1,1,1
12216,1,1,1,1,1,1,1
12217,1,1,1,1,1,1,1
12218,1,1,1,1,1,1,1
12219,1,1,1,1,1,1,1
12220,1,1,1,1,1,1,1
12221,1,1,1,1,1,1,1
12222,1,1,1,1,1,1,1
12223,1,1,1,1,1,1,1
12225,1,1,1,1,1,0,0
12226,1,1,1,1,1,0,0
12228,1,1,1,1,1,1,0
12229,1,1,1,1,1,1,0
12230,1,1,1,1,1,1,0
12231,1,1,1,1,1,1,0
12310,1,1,1,1,1,0,0
12311,1,1,1,1,1,0,0
12313,1,1,0,0,0,0,0
12314,1,1,1,1,1,0,1
12315,1,1,1,1,1,1,1
12316,1,1,1,1,1,1,1
12317,1,1,1,1,1,1,1
12321,1,1,0,1,0,0,0
12322,1,1,1,1,0,0,0
12323,1,1,1,1,0,0,0
12324,1,1,1,1,0,0,0
12325,1,1,1,1,0,0,0
12326,1,1,1,0,0,0,0
12329,1,1,1,1,1,0,0
12330,1,1,1,1,1,0,0
12331,1,1,1,1,1,0,0
12332,1,1,1,1,1,0,0
12333,1,1,1,1,1,0,0
12334,1,1,0,0,0,0,0
12343,1,0,0,1,0,0,0
12344,1,0,0,1,0,0,0
12345,1,0,0,1,0,0,0
12346,1,0,0,0,0,0,0
12347,1,0,0,0,0,0,0
12350,1,1,1,0,0,0,0
12351,1,1,1,1,1,1,0
12352,1,1,1,1,1,1,0
12353,1,1,1,1,1,1,0
12354,1,1,1,1,1,1,0
12355,1,1,1,1,0,0,0
12356,1,1,1,1,0,0,0
12357,1,1,1,1,0,0,0
12358,1,1,1,1,0,0,0
12359,1,1,1,1,1,1,1
12360,1,1,1,1,1,1,1
12361,1,1,1,1,1,1,1
12362,1,1,1,1,1,1,1
12363,1,1,1,1,1,1,1
12364,1,1,1,1,1,1,1
12365,1,1,1,1,1,1,1
12366,1,1,1,1,1,1,1
12367,1,1,1,1,1,1,1
12368,1,1,1,1,1,1,1
12369,1,1,1,1,1,1,1
12370,1,1,1,1,1,1,1
12371,1,1,1,1,1,1,1
12372,1,1,1,1,1,1,1
12373,1,1,1,1,1,1,1
12374,1,1,1,1,1,1,1
12375,1,1,1,1,1,1,1
12376,1,1,1,1,1,1,1
12377,1,1,1,1,1,1,1
12378,1,1,1,1,1,1,1
12379,1,1,1,1,1,1,1
12380,1,1,1,1,1,1,1
12381,1,1,1,1,1,1,1
12382,1,1,1,1,1,1,1
12383,1,1,1,1,1,1,1
12384,1,1,1,1,1,1,1
12385,1,1,1,1,1,1,1
12386,1,1,1,1,1,1,1
12387,1,1,1,1,1,1,1
12388,1,1,1,1,1,1,1
12389,1,1,1,1,1,1,1
12390,1,1,1,1,1,1,1
12391,1,1,1,1,1,1,1
12392,1,1,1,1,1,1,1
12393,1,1,1,1,1,1,1
12394,1,1,1,1,1,1,1
12395,1,1,1,1,1,1,1
12396,1,1,1,1,1,1,1
12397,1,1,1,1,0,0,0
12399,1,1,1,1,1,0,0
12400,1,1,1,1,1,1,0
12401,1,1,1,1,1,1,0
12402,1,1,1,1,0,0,0
12403,1,1,1,1,1,1,0
12404,1,1,1,1,1,1,0
12405,1,1,1,0,0,0,0
12406,1,1,0,0,0,0,0
12482,1,1,1,1,1,0,0
12483,1,1,1,1,1,0,0
12484,1,1,1,1,1,0,0
12488,1,1,1,1,1,0,1
12489,1,1,1,1,1,1,1
12501,1,1,1,1,0,0,0
12502,1,1,1,1,1,0,0
12503,1,1,1,1,1,0,0
12504,1,1,1,1,1,0,0
12512,1,1,0,0,0,0,0
12513,1,1,0,0,0,0,0
12519,1,1,0,1,0,0,0
12520,1,1,0,1,0,0,0
12521,1,1,0,0,0,0,0
12522,1,1,0,1,1,0,0
12523,1,1,1,1,1,0,0
12524,1,1,1,1,1,0,0
12525,1,1,1,1,1,1,0
12526,1,1,1,1,1,0,0
12527,1,1,1,1,0,0,0
12528,1,1,1,0,0,0,0
12529,1,1,1,1,0,0,0
12530,1,1,1,1,0,0,0
12531,1,1,1,1,0,0,0
12532,1,1,1,1,0,0,0
12533,1,1,1,1,1,1,1
12534,1,1,1,1,1,1,1
12535,1,1,1,1,1,1,1
12536,1,1,1,1,1,1,1
12537,1,1,1,1,1,1,1
12538,1,1,1,1,1,1,1
12539,1,1,1,1,1,1,1
12540,1,1,1,1,1,1,1
12541,1,1,1,1,1,1,1
12542,1,1,1,1,1,1,1
12543,1,1,1,1,1,1,1
12544,1,1,1,1,1,1,1
12545,1,1,1,1,1,1,1
12546,1,1,1,1,1,1,1
12547,1,1,1,1,1,1,1
12548,1,1,1,1,1,1,1
12549,1,1,1,1,1,1,1
12550,1,1,1,1,1,1,1
12551,1,1,1,1,1,1,1
12552,1,1,1,1,1,1,1
12553,1,1,1,1,1,1,1
12554,1,1,1,1,1,1,1
12555,1,1,1,1,1,1,1
12556,1,1,1,1,1,1,1
12557,1,1,1,1,1,1,1
12558,1,1,1,1,1,1,1
12559,1,1,1,1,1,1,1
12560,1,1,1,1,1,1,1
12561,1,1,1,1,1,1,1
12562,1,1,1,1,1,1,1
12563,1,1,1,1,1,1,1
12564,1,1,1,1,1,1,1
12565,1,1,1,1,1,1,1
12566,1,1,1,1,1,1,1
12567,1,1,1,1,1,1,1
12568,1,1,1,1,1,1,1
12569,1,1,1,1,1,1,1
12570,1,1,1,1,1,1,1
12572,1,1,1,1,1,0,0
12573,1,1,1,1,1,1,0
12574,1,1,1,1,1,1,0
12575,1,1,1,1,0,0,0
12576,1,1,1,1,1,1,0
12577,1,1,1,1,1,1,0
12578,1,1,1,1,1,1,0
12579,1,1,0,0,0,0,0
12657,1,1,1,1,1,0,0
12674,1,1,1,1,0,0,0
12675,1,1,1,1,1,0,0
12676,1,1,1,1,1,0,0
12677,1,1,1,1,1,0,0
12678,1,1,0,0,0,0,0
12679,1,1,0,0,0,0,0
12680,1,1,1,0,1,0,0
12681,1,1,1,0,1,0,0
12683,1,1,1,0,0,0,0
12684,1,1,1,0,0,0,0
12685,1,1,1,0,0,0,0
12686,1,1,0,0,0,0,0
12691,1,1,0,0,0,0,0
12692,1,1,0,1,0,0,0
12693,1,1,0,1,0,0,0
12694,1,1,0,1,1,0,0
12695,1,1,0,1,1,0,0
12696,1,1,1,1,1,0,0
12697,1,1,1,1,1,0,0
12698,1,1,1,1,1,0,0
12699,1,1,1,1,1,0,0
12700,1,1,0,0,0,0,0
12701,1,1,1,0,0,0,0
12702,1,1,1,1,0,0,0
12703,1,1,1,1,0,0,0
12704,1,1,1,1,0,0,0
12705,1,1,1,1,0,0,0
12706,1,1,1,1,1,1,0
12707,1,1,1,1,1,1,1
12708,1,1,1,1,1,1,1
12709,1,1,1,1,1,1,1
12710,1,1,1,1,1,1,1
12711,1,1,1,1,1,1,1
12712,1,1,1,1,1,1,1
12713,1,1,1,1,1,1,1
12714,1,1,1,1,1,1,1
12715,1,1,1,1,1,1,1
12716,1,1,1,1,1,1,1
12717,1,1,1,1,1,1,1
12718,1,1,1,1,1,1,1
12719,1,1,1,1,1,1,1
12720,1,1,1,1,1,1,1
12721,1,1,1,1,1,1,1
12722,1,1,1,1,1,1,1
12723,1,1,1,1,1,1,1
12724,1,1,1,1,1,1,1
12725,1,1,1,1,1,1,1
12726,1,1,1,1,1,1,1
12727,1,1,1,1,1,1,1
12728,1,1,1,1,1,1,1
12729,1,1,1,1,1,1,1
12730,1,1,1,1,1,1,1
12731,1,1,1,1,1,1,1
12732,1,1,1,1,1,1,1
12733,1,1,1,1,1,1,1
12734,1,1,1,1,1,1,1
12735,1,1,1,1,1,1,1
12736,1,1,1,1,1,1,1
12737,1,1,1,1,1,1,1
12738,1,1,1,1,1,1,1
12739,1,1,1,1,1,1,1
12740,1,1,1,1,1,1,1
12741,1,1,1,1,1,1,1
12742,1,1,1,1,1,1,1
12743,1,1,1,1,1,1,1
12744,1,1,1,1,1,1,1
12745,1,1,1,1,0,1,0
12746,1,1,1,1,1,1,0
12747,1,1,1,1,1,1,0
12748,1,1,1,1,0,0,0
12749,1,1,1,1,1,1,0
12750,1,1,1,1,1,1,0
12751,1,1,0,0,0,0,0
12752,1,1,0,0,0,0,0
12839,1,1,0,0,0,0,0
12846,1,1,1,1,1,1,1
12847,1,1,1,1,1,1,1
12848,1,1,1,0,1,0,0
12851,1,1,0,0,0,0,0
12852,1,1,1,1,1,1,0
12853,1,1,1,1,1,1,0
12854,1,1,1,0,1,0,0
12855,1,1,0,0,0,0,0
12856,1,1,0,0,0,0,0
12857,1,1,0,0,0,0,0
12858,1,1,0,0,0,0,0
12862,1,1,0,0,0,0,0
12863,1,1,0,0,0,0,0
12864,1,1,0,0,0,0,0
12865,1,1,0,0,0,0,0
12866,1,1,0,1,0,0,0
12867,1,1,0,1,0,0,0
12868,1,1,0,1,1,0,0
12869,1,1,1,1,0,0,0
12870,1,1,1,1,1,0,0
12871,1,1,1,1,1,0,0
12872,1,1,1,1,1,0,0
12873,1,1,1,1,1,0,0
12874,1,1,1,1,1,0,0
12875,1,1,1,1,0,0,0
12876,1,1,1,1,1,0,0
12877,1,1,1,1,1,1,0
12878,1,1,1,1,1,1,0
12879,1,1,1,1,1,1,1
12880,1,1,1,1,1,1,1
12881,1,1,1,1,1,1,1
12882,1,1,1,1,1,1,1
12883,1,1,1,1,1,1,1
12884,1,1,1,1,1,1,1
12885,1,1,1,1,1,1,1
12886,1,1,1,1,1,1,1
12887,1,1,1,1,1,1,1
12888,1,1,1,1,1,1,1
12889,1,1,1,1,1,1,1
12890,1,1,1,1,1,1,1
12891,1,1,1,1,1,1,1
12892,1,1,1,1,1,1,1
12893,1,1,1,1,1,1,1
12894,1,1,1,1,1,1,1
12895,1,1,1,1,1,1,1
12896,1,1,1,1,1,1,1
12897,1,1,1,1,1,1,1
12898,1,1,1,1,1,1,1
12899,1,1,1,1,1,1,1
12900,1,1,1,1,1,1,1
12901,1,1,1,1,1,1,1
12902,1,1,1,1,1,1,1
12903,1,1,1,1,1,1,1
12904,1,1,1,1,1,1,1
12905,1,1,1,1,1,1,1
12906,1,1,1,1,1,1,1
12907,1,1,1,1,1,1,1
12908,1,1,1,1,1,1,1
12909,1,1,1,1,1,1,1
12910,1,1,1,1,1,1,1
12911,1,1,1,1,1,1,1
12912,1,1,1,1,1,1,1
12913,1,1,1,1,1,1,1
12914,1,1,1,1,1,1,1
12915,1,1,1,1,1,1,1
12916,1,1,1,1,1,1,1
12917,1,1,1,1,1,1,1
12918,1,1,1,1,1,1,1
12919,1,1,1,1,1,1,0
12920,1,1,1,1,1,1,0
12921,1,1,1,1,0,0,0
12922,1,1,1,1,0,0,0
12923,1,1,0,0,0,0,0
12924,1,1,0,0,0,0,0
12925,1,1,0,0,0,0,0
13012,1,1,0,0,0,0,0
13013,1,0,0,0,0,0,0
13019,1,1,1,1,1,1,1
13020,1,1,1,1,1,1,1
13021,1,1,1,1,1,1,1
13023,1,1,1,1,1,1,1
13024,1,1,1,1,1,1,1
13025,1,1,1,1,1,1,0
13026,1,1,1,1,1,1,0
13027,1,1,0,0,0,0,0
13028,1,1,0,0,0,0,0
13029,1,1,0,0,0,0,0
13030,1,1,0,0,0,0,0
13031,1,1,0,0,0,0,0
13032,1,1,0,0,0,0,0
13033,1,1,0,0,0,0,0
13035,1,1,0,0,0,0,0
13036,1,1,0,0,0,0,0
13037,1,1,0,0,0,0,0
13038,1,1,0,0,0,0,0
13039,1,1,1,1,0,0,0
13040,1,1,1,1,1,1,1
13041,1,1,1,1,0,0,0
13042,1,1,1,1,0,0,0
13043,1,1,1,1,1,0,0
13044,1,1,1,1,1,0,0
13045,1,1,1,1,0,0,0
13046,1,1,1,1,1,0,0
13047,1,1,1,1,1,0,0
13048,1,1,1,1,1,0,0
13049,1,1,1,1,1,1,1
13050,1,1,1,1,1,1,1
13051,1,1,1,1,1,1,1
13052,1,1,1,1,1,1,1
13053,1,1,1,1,1,1,1
13054,1,1,1,1,1,1,1
13055,1,1,1,1,1,1,1
13056,1,1,1,1,1,1,1
13057,1,1,1,1,1,1,1
13058,1,1,1,1,1,1,1
13059,1,1,1,1,1,1,1
13060,1,1,1,1,1,1,1
13061,1,1,1,1,1,1,1
13062,1,1,1,1,1,1,1
13063,1,1,1,1,1,1,1
13064,1,1,1,1,1,1,1
13065,1,1,1,1,1,1,1
13066,1,1,1,1,1,1,1
13067,1,1,1,1,1,1,1
13068,1,1,1,1,1,1,1
13069,1,1,1,1,1,1,1
13070,1,1,1,1,1,1,1
13071,1,1,1,1,1,1,1
13072,1,1,1,1,1,1,1
13073,1,1,1,1,1,1,1
13074,1,1,1,1,1,1,1
13075,1,1,1,1,1,1,1
13076,1,1,1,1,1,1,1
13077,1,1,1,1,1,1,1
13078,1,1,1,1,1,1,1
13079,1,1,1,1,1,1,1
13080,1,1,1,1,1,1,1
13081,1,1,1,1,1,1,1
13082,1,1,1,1,1,1,1
13083,1,1,1,1,1,1,1
13084,1,1,1,1,1,1,1
13085,1,1,1,1,1,1,1
13086,1,1,1,1,1,1,1
13087,1,1,1,1,1,1,1
13088,1,1,1,1,1,1,1
13089,1,1,1,1,1,1,1
13090,1,1,1,1,1,1,1
13091,1,1,1,1,0,1,0
13092,1,1,1,1,0,0,0
13093,1,1,1,1,1,0,0
13094,1,1,1,1,0,0,0
13095,1,1,1,1,0,0,0
13096,1,1,1,0,0,0,0
13097,1,1,1,0,0,0,0
13098,1,1,1,0,0,0,0
13185,1,1,0,0,0,0,0
13186,1,0,0,0,0,0,0
13192,1,1,0,0,0,0,0
13193,1,1,0,0,0,0,0
13196,1,1,0,0,0,0,0
13197,1,1,0,0,0,0,0
13198,1,1,1,1,1,1,0
13199,1,1,1,1,1,1,0
13200,1,1,0,0,0,0,0
13201,1,1,1,0,0,0,0
13203,1,1,1,1,1,1,1
13204,1,1,1,1,1,1,1
13205,1,1,1,1,1,1,0
13206,1,1,0,0,0,0,0
13207,1,1,1,0,0,0,0
13208,1,1,1,1,1,0,0
13209,1,1,1,1,1,0,0
13211,1,1,1,1,0,0,0
13212,1,1,1,1,0,0,0
13213,1,1,1,1,1,1,1
13214,1,1,1,1,1,1,1
13215,1,1,1,1,1,1,1
13216,1,1,1,1,1,1,1
13217,1,1,1,1,1,1,1
13218,1,1,1,1,0,0,0
13219,1,1,1,1,1,1,0
13220,1,1,1,1,1,1,0
13221,1,1,1,1,1,1,0
13222,1,1,1,1,1,1,1
13223,1,1,1,1,1,1,1
13224,1,1,1,1,1,1,1
13225,1,1,1,1,1,1,1
13226,1,1,1,1,1,1,1
13227,1,1,1,1,1,1,1
13228,1,1,1,1,1,1,1
13229,1,1,1,1,1,1,1
13230,1,1,1,1,1,1,1
13231,1,1,1,1,1,1,1
13232,1,1,1,1,1,1,1
13233,1,1,1,1,1,1,1
13234,1,1,1,1,1,1,1
13235,1,1,1,1,1,1,1
13236,1,1,1,1,1,1,1
13237,1,1,1,1,1,1,1
13238,1,1,1,1,1,1,1
13239,1,1,1,1,1,1,1
13240,1,1,1,1,1,1,1
13241,1,1,1,1,1,1,1
13242,1,1,1,1,1,1,1
13243,1,1,1,1,1,1,1
13244,1,1,1,1,1,1,1
13245,1,1,1,1,1,1,1
13246,1,1,1,1,1,1,1
13247,1,1,1,1,1,1,1
13248,1,1,1,1,1,1,1
13249,1,1,1,1,1,1,1
13250,1,1,1,1,1,1,1
13251,1,1,1,1,1,1,0
13258,1,1,1,1,0,0,1
13260,1,1,1,1,0,1,1
13261,1,1,1,1,1,1,1
13262,1,1,1,1,1,1,1
13263,1,1,1,1,1,1,0
13264,1,1,1,1,1,1,1
13265,1,1,1,1,1,1,1
13266,1,1,1,1,1,1,1
13267,1,1,1,1,0,0,0
13268,1,1,1,1,0,0,0
13269,1,1,1,0,0,0,0
13270,1,1,1,0,0,0,0
13271,1,1,1,0,0,0,0
13272,1,1,1,0,0,0,0
13365,1,1,0,0,0,0,0
13366,1,1,0,0,0,0,0
13367,1,1,0,0,0,0,0
13368,1,1,0,0,0,0,0
13369,1,1,0,0,0,0,0
13370,1,1,0,0,0,0,0
13371,1,1,0,0,0,0,0
13372,1,1,0,0,0,0,0
13373,1,1,1,0,0,0,0
13374,1,1,1,0,0,0,0
13375,1,1,1,1,0,0,0
13376,1,1,1,1,1,1,1
13377,1,1,1,1,1,1,1
13378,1,1,1,1,1,1,1
13379,1,1,1,1,1,1,1
13380,1,1,1,0,0,0,0
13382,1,1,1,1,1,0,0
13384,1,1,1,1,1,1,0
13385,1,1,1,1,1,0,0
13386,1,1,1,1,0,0,0
13387,1,1,1,1,0,0,0
13388,1,1,1,1,0,0,0
13389,1,1,1,1,1,1,1
13390,1,1,1,1,1,1,1
13391,1,1,1,1,0,0,0
13392,1,1,1,1,1,1,0
13393,1,1,1,1,1,1,0
13394,1,1,1,1,1,1,0
13395,1,1,1,1,1,1,1
13396,1,1,1,1,1,1,1
13397,1,1,1,1,1,1,1
13398,1,1,1,1,1,1,1
13399,1,1,1,1,1,1,1
13400,1,1,1,1,1,1,1
13401,1,1,1,1,1,1,1
13402,1,1,1,1,1,1,1
13403,1,1,1,1,1,1,1
13404,1,1,1,1,1,1,1
13405,1,1,1,1,1,1,1
13406,1,1,1,1,1,1,1
13407,1,1,1,1,1,1,1
13408,1,1,1,1,1,1,1
13409,1,1,1,1,1,1,1
13410,1,1,1,1,1,1,1
13411,1,1,1,1,1,1,1
13412,1,1,1,1,1,1,1
13413,1,1,1,1,1,1,1
13414,1,1,1,1,1,1,1
13415,1,1,1,1,1,1,1
13416,1,1,1,1,1,1,1
13417,1,1,1,1,1,1,1
13418,1,1,1,1,1,1,1
13419,1,1,1,1,1,1,1
13420,1,1,1,1,1,1,1
13421,1,1,1,1,1,1,1
13422,1,1,1,1,1,1,1
13423,1,1,1,1,1,1,1
13434,1,1,0,0,0,0,0
13435,1,1,1,1,1,0,0
13436,1,1,1,1,0,0,0
13437,1,1,1,1,1,1,1
13438,1,1,1,1,1,1,1
13439,1,1,1,1,0,0,0
13440,1,1,1,1,0,0,0
13441,1,1,1,0,0,0,0
13442,1,1,1,1,0,0,0
13443,1,0,0,0,0,0,0
13444,1,1,1,0,0,0,0
13445,1,1,1,0,0,0,0
13538,1,1,0,0,0,0,0
13539,1,1,0,0,0,0,0
13540,1,1,0,0,0,0,0
13541,1,1,0,0,0,0,0
13542,1,1,0,0,0,0,0
13543,1,1,1,0,0,0,0
13544,1,1,1,0,0,0,0
13545,1,1,0,0,0,0,0
13546,1,1,0,0,0,0,0
13548,1,1,1,1,0,0,0
13549,1,1,1,1,1,1,1
13550,1,1,1,1,1,1,1
13551,1,1,1,1,1,1,1
13552,1,1,1,1,1,1,1
13554,1,1,1,1,1,0,0
13557,1,1,1,1,1,1,0
13558,1,1,1,1,1,0,0
13559,1,1,1,1,1,0,0
13560,1,1,1,1,1,0,0
13561,1,1,1,1,1,0,0
13562,1,1,1,1,1,0,0
13563,1,1,1,0,0,0,0
13564,1,1,1,1,1,0,0
13565,1,1,1,1,1,1,0
13566,1,1,1,1,1,1,0
13567,1,1,1,1,1,1,0
13568,1,1,1,1,1,1,1
13569,1,1,1,1,1,1,1
13570,1,1,1,1,1,1,1
13571,1,1,1,1,1,1,1
13572,1,1,1,1,1,1,1
13573,1,1,1,1,1,1,1
13574,1,1,1,1,1,1,1
13575,1,1,1,1,1,1,1
13576,1,1,1,1,1,1,1
13577,1,1,1,1,1,1,1
13578,1,1,1,1,1,1,1
13579,1,1,1,1,1,1,1
13580,1,1,1,1,1,1,1
13581,1,1,1,1,1,1,1
13582,1,1,1,1,1,1,1
13583,1,1,1,1,1,1,1
13584,1,1,1,1,1,1,1
13585,1,1,1,1,1,1,1
13586,1,1,1,1,1,1,1
13587,1,1,1,1,1,1,1
13588,1,1,1,1,1,1,1
13589,1,1,1,1,1,1,1
13590,1,1,1,1,1,1,1
13591,1,1,1,1,1,1,1
13592,1,1,1,1,1,1,1
13593,1,1,1,1,1,1,1
13594,1,1,1,1,1,1,1
13595,1,1,1,1,1,1,1
13609,1,1,1,1,0,0,0
13610,1,1,1,1,1,1,1
13611,1,1,1,1,1,1,1
13612,1,1,1,1,1,1,1
13613,1,1,1,1,1,1,1
13614,1,1,1,1,1,1,0
13615,1,1,1,1,0,0,0
13616,1,1,1,1,0,0,0
13617,1,1,1,0,0,0,0
13710,1,1,0,0,0,0,0
13711,1,1,0,0,0,0,0
13712,1,1,0,0,0,0,0
13713,1,1,0,0,0,0,0
13714,1,1,0,0,0,0,0
13715,1,1,1,0,0,0,0
13716,1,1,1,0,0,0,0
13717,1,1,1,0,0,0,0
13718,1,1,0,0,0,0,0
13719,1,1,0,0,0,0,0
13722,1,1,1,0,0,0,0
13723,1,1,1,0,0,0,0
13724,1,1,1,1,1,1,0
13725,1,1,1,1,1,1,0
13726,1,1,1,1,1,0,0
13727,1,1,1,1,1,0,0
13728,1,1,1,1,1,0,0
13729,1,1,0,0,0,0,0
13730,1,1,1,1,1,0,0
13731,1,1,1,1,1,0,0
13732,1,1,1,1,1,0,0
13733,1,1,1,1,1,0,0
13734,1,1,1,1,1,0,0
13735,1,1,1,1,1,0,0
13736,1,1,1,1,0,0,0
13737,1,1,1,1,1,0,0
13738,1,1,1,1,1,0,0
13739,1,1,1,1,0,0,0
13740,1,1,1,1,1,0,0
13741,1,1,1,1,1,1,0
13742,1,1,1,1,1,1,1
13743,1,1,1,1,1,1,1
13744,1,1,1,1,1,1,1
13745,1,1,1,1,1,1,0
13746,1,1,1,1,1,1,1
13747,1,1,1,1,1,1,1
13748,1,1,1,1,1,1,1
13749,1,1,1,1,1,1,1
13750,1,1,1,1,1,1,1
13751,1,1,1,1,1,1,1
13752,1,1,1,1,1,1,1
13753,1,1,1,1,1,1,1
13754,1,1,1,1,1,1,1
13755,1,1,1,1,1,1,1
13756,1,1,1,1,1,1,1
13757,1,1,1,1,1,1,1
13758,1,1,1,1,1,1,1
13759,1,1,1,1,1,1,1
13760,1,1,1,1,1,1,1
13761,1,1,1,1,1,1,1
13762,1,1,1,1,1,1,1
13763,1,1,1,1,1,1,1
13764,1,1,1,1,1,1,1
13765,1,1,1,1,1,1,1
13766,1,1,1,1,1,1,1
13767,1,1,1,1,1,1,1
13768,1,1,1,1,1,1,1
13769,1,1,1,1,1,1,1
13782,1,1,0,0,0,0,0
13783,1,1,1,1,1,1,1
13784,1,1,1,1,1,1,1
13785,1,1,1,1,1,1,1
13786,1,1,1,1,1,1,1
13787,1,1,1,1,1,0,0
13788,1,1,1,1,1,0,0
13789,1,1,1,1,1,1,0
13790,1,1,1,1,0,0,0
13791,1,1,1,1,0,0,0
13794,1,1,0,0,1,1,0
13795,1,1,0,0,0,0,0
13801,1,1,1,1,0,0,0
13802,1,1,1,1,0,0,0
13883,1,1,0,0,0,0,0
13884,1,1,0,0,0,0,0
13885,1,1,0,0,0,0,0
13886,1,1,0,0,0,0,0
13887,1,1,1,1,1,0,0
13888,1,1,1,1,1,0,0
13889,1,1,1,1,0,0,0
13890,1,1,1,0,0,0,0
13891,1,1,1,1,0,0,0
13892,1,1,1,1,0,0,0
13893,1,1,0,0,0,0,0
13894,1,1,0,0,0,0,0
13896,1,1,1,0,0,0,0
13897,1,1,1,1,1,0,0
13898,1,1,1,1,1,0,0
13899,1,1,1,1,1,0,0
13901,1,0,0,0,0,0,0
13902,1,1,1,1,1,0,0
13903,1,1,1,1,1,1,0
13904,1,1,1,0,0,0,0
13905,1,1,1,0,0,0,0
13906,1,1,1,0,0,0,0
13907,1,1,1,0,0,0,0
13908,1,1,1,0,0,0,0
13909,1,1,1,1,0,0,0
13910,1,1,1,1,0,0,0
13911,1,1,1,1,0,0,0
13912,1,1,1,1,0,0,0
13913,1,1,1,1,1,0,0
13914,1,1,1,1,1,1,0
13915,1,1,1,1,1,1,0
13916,1,1,1,1,0,0,0
13917,1,1,1,1,1,1,0
13918,1,1,1,1,1,1,0
13919,1,1,1,1,1,1,1
13920,1,1,1,1,1,1,1
13921,1,1,1,1,1,1,1
13922,1,1,1,1,1,1,1
13923,1,1,1,1,1,1,1
13924,1,1,1,1,1,1,1
13925,1,1,1,1,1,1,1
13926,1,1,1,1,1,1,1
13927,1,1,1,1,1,1,1
13928,1,1,1,1,1,1,1
13929,1,1,1,1,1,1,1
13930,1,1,1,1,1,1,1
13931,1,1,1,1,1,1,1
13932,1,1,1,1,1,1,1
13933,1,1,1,1,1,1,1
13934,1,1,1,1,1,1,1
13935,1,1,1,1,1,1,1
13936,1,1,1,1,1,1,1
13937,1,1,1,1,1,1,1
13938,1,1,1,1,1,1,1
13939,1,1,1,1,1,1,1
13940,1,1,1,1,1,1,1
13941,1,1,1,1,1,1,1
13942,1,1,1,1,1,1,1
13943,1,1,1,1,1,1,1
13957,1,1,1,1,1,1,0
13958,1,1,1,1,1,1,1
13959,1,1,1,1,1,1,1
13960,1,1,1,1,1,0,0
13961,1,1,1,1,1,1,0
13962,1,1,1,1,1,1,0
13963,1,1,1,1,1,1,0
13964,1,1,1,1,1,1,0
13965,1,1,1,1,1,1,0
13966,1,1,1,0,0,0,0
13967,1,1,1,0,0,0,0
13968,1,1,0,0,0,0,0
13971,1,1,0,0,0,0,0
13972,1,1,0,0,0,0,0
13973,1,1,0,0,0,0,0
13974,1,1,1,1,0,0,0
13975,1,1,1,1,0,0,0
14058,1,1,0,0,0,0,0
14059,1,1,1,1,0,0,0
14060,1,1,1,1,0,0,0
14061,1,1,1,1,1,0,0
14062,1,1,1,1,0,0,0
14063,1,1,0,0,0,0,0
14064,1,1,1,1,0,0,0
14065,1,1,1,1,0,0,0
14066,1,1,1,1,0,0,0
14067,1,1,1,1,0,0,0
14068,1,1,1,1,1,1,1
14075,1,1,1,0,0,0,0
14076,1,1,1,1,1,0,0
14077,1,1,1,1,1,0,0
14078,1,1,1,0,0,0,0
14079,1,1,1,0,0,0,0
14080,1,1,1,0,0,0,0
14081,1,1,0,0,0,0,0
14082,1,1,1,1,0,0,0
14083,1,1,1,1,0,0,0
14084,1,1,1,1,0,0,0
14085,1,1,1,1,0,0,0
14086,1,1,1,1,0,0,0
14087,1,1,1,1,1,0,0
14088,1,1,1,1,1,0,0
14089,1,1,1,1,1,1,0
14090,1,1,1,1,1,1,0
14091,1,1,1,1,1,1,0
14092,1,1,1,1,1,1,0
14093,1,1,1,1,1,1,1
14094,1,1,1,1,1,1,1
14095,1,1,1,1,1,1,1
14096,1,1,1,1,1,1,1
14097,1,1,1,1,1,1,1
14098,1,1,1,1,1,1,1
14099,1,1,1,1,1,1,1
14100,1,1,1,1,1,1,1
14101,1,1,1,1,1,1,1
14102,1,1,1,1,1,1,1
14103,1,1,1,1,1,1,1
14104,1,1,1,1,1,1,1
14105,1,1,1,1,1,1,1
14106,1,1,1,1,1,1,1
14107,1,1,1,1,1,1,1
14108,1,1,1,1,1,1,1
14109,1,1,1,1,1,1,1
14110,1,1,1,1,1,1,1
14111,1,1,1,1,1,1,1
14112,1,1,1,1,1,1,1
14113,1,1,1,1,1,1,1
14114,1,1,1,1,1,1,1
14115,1,1,1,1,1,1,1
14116,1,1,1,1,1,1,1
14131,1,1,1,1,1,1,1
14132,1,1,1,1,1,1,1
14133,1,1,1,1,1,1,0
