Id,MU2020,MU2015,MU2010,MU2005,MU2000,MU1995,MU1990
7344,1,1,1,0,0,0,0
7345,1,1,1,0,0,0,0
7346,1,1,1,0,0,0,0
7347,1,1,1,0,0,0,0
7348,1,1,0,0,0,0,0
7349,1,1,0,0,0,0,0
7359,1,1,1,1,1,1,1
7360,1,1,1,1,1,1,1
7361,1,1,1,1,1,1,1
7362,1,1,1,1,1,1,1
7363,1,1,1,1,1,1,1
7364,1,1,1,1,1,1,1
7365,1,1,1,1,1,1,1
7366,1,1,1,1,1,1,1
7367,1,1,1,1,0,0,0
7368,1,1,1,0,0,0,0
7369,1,1,1,0,0,0,0
7382,1,1,0,0,0,0,0
7383,1,1,1,0,0,0,0
7384,1,1,1,0,0,0,0
7496,1,1,0,0,0,0,0
7497,1,1,0,0,0,0,0
7498,1,1,0,0,0,0,0
7499,1,1,0,0,0,0,0
7500,1,1,0,0,0,0,0
7501,1,1,0,0,0,0,0
7502,1,1,0,0,0,0,0
7503,1,1,0,0,0,0,0
7504,1,1,0,0,0,0,0
7505,1,1,0,0,0,0,0
7506,1,0,0,0,0,0,0
7507,1,1,1,0,0,0,0
7508,1,1,1,0,0,0,0
7509,1,1,1,1,0,0,0
7510,1,1,1,1,0,0,0
7511,1,1,1,1,0,0,0
7512,1,1,1,0,0,0,0
7513,1,1,1,1,0,0,0
7514,1,1,1,1,0,0,0
7515,1,1,1,1,0,0,0
7516,1,1,1,1,0,0,0
7517,1,1,1,1,0,0,0
7518,1,1,1,1,0,0,0
7519,1,1,1,0,0,0,0
7520,1,1,0,0,0,0,0
7521,1,1,0,0,0,0,0
7522,1,1,0,0,0,0,0
7523,1,0,0,0,0,0,0
7532,1,1,1,1,1,1,1
7533,1,1,1,1,1,1,1
7534,1,1,1,1,1,1,1
7535,1,1,1,1,1,1,1
7536,1,1,1,1,1,1,1
7537,1,1,1,1,1,1,1
7538,1,1,1,1,1,1,1
7539,1,1,1,1,1,1,1
7540,1,1,1,1,1,1,1
7541,1,1,0,0,1,1,0
7669,1,1,0,0,0,0,0
7670,1,1,0,0,0,0,0
7671,1,1,1,1,1,1,1
7672,1,1,1,1,1,1,1
7673,1,1,0,0,0,0,0
7674,1,1,0,0,0,0,0
7675,1,1,0,0,0,0,0
7676,1,1,1,1,0,0,0
7677,1,1,1,0,0,0,0
7678,1,1,0,0,0,0,0
7679,1,1,0,0,0,0,0
7680,1,0,0,0,0,0,0
7681,1,0,0,0,0,0,0
7682,1,1,1,1,0,0,0
7683,1,1,1,1,0,0,0
7684,1,1,1,1,0,0,0
7685,1,1,1,1,0,0,0
7686,1,1,1,1,0,0,0
7687,1,1,1,1,0,0,0
7688,1,1,1,1,0,0,0
7689,1,1,1,1,0,0,0
7690,1,1,1,1,0,0,0
7691,1,1,1,1,0,0,0
7692,1,1,1,0,0,0,0
7693,1,1,1,0,0,0,0
7694,1,1,1,1,0,0,0
7695,1,1,1,1,0,0,0
7696,1,1,1,1,0,0,0
7697,1,1,1,1,0,0,0
7698,1,1,1,0,0,0,0
7705,1,1,1,1,0,0,0
7706,1,1,1,1,1,1,1
7707,1,1,1,1,1,1,1
7708,1,1,1,1,1,1,1
7709,1,1,1,1,1,1,1
7710,1,1,1,1,1,1,1
7711,1,1,1,1,1,1,1
7712,1,1,1,1,1,1,1
7713,1,1,1,1,1,1,1
7714,1,1,1,1,1,1,1
7715,1,1,1,1,1,1,1
7716,1,0,0,0,0,0,0
7822,1,1,1,1,1,1,0
7823,1,1,1,1,1,1,0
7839,1,1,0,0,0,0,0
7840,1,1,0,0,0,0,0
7842,1,1,0,0,0,0,0
7843,1,1,0,0,0,0,0
7844,1,1,0,0,0,0,0
7845,1,1,1,1,1,1,0
7846,1,1,1,1,1,0,0
7847,1,1,0,0,0,0,0
7848,1,1,0,0,0,0,0
7849,1,1,1,1,0,0,0
7850,1,1,1,1,0,0,0
7851,1,1,1,0,0,0,0
7852,1,0,0,0,0,0,0
7853,1,1,0,0,0,0,0
7854,1,1,1,1,0,0,0
7855,1,1,1,1,0,0,0
7856,1,1,1,1,0,0,0
7857,1,1,1,1,0,0,0
7858,1,1,1,1,0,0,0
7859,1,1,1,1,0,0,0
7860,1,1,1,1,0,0,0
7861,1,1,1,1,0,0,0
7862,1,1,1,1,0,1,0
7863,1,1,1,1,0,0,0
7864,1,1,1,1,0,0,0
7865,1,1,1,0,0,0,0
7866,1,1,1,1,0,0,0
7867,1,1,1,1,0,0,0
7868,1,1,1,1,0,0,0
7869,1,1,1,1,0,0,0
7870,1,1,1,0,0,0,0
7871,1,1,1,0,0,0,0
7872,1,1,1,1,0,0,0
7880,1,1,1,1,1,1,1
7881,1,1,1,1,1,1,1
7882,1,1,1,1,1,1,1
7883,1,1,1,1,1,1,1
7884,1,1,1,1,1,1,1
7885,1,1,1,1,1,1,1
7886,1,1,1,1,1,1,1
7887,1,1,1,1,1,1,1
7888,1,1,1,1,1,1,1
7889,1,1,1,1,1,1,1
7890,1,1,1,1,1,1,1
7996,1,1,1,1,1,1,0
7997,1,1,1,1,1,1,0
7998,1,1,1,1,1,1,0
7999,1,1,1,1,1,1,0
8012,1,1,0,0,0,0,0
8013,1,1,0,0,0,0,0
8014,1,1,0,0,0,0,0
8016,1,1,0,0,0,0,0
8017,1,1,0,0,0,0,0
8018,1,1,0,0,0,0,0
8019,1,1,0,0,0,0,0
8020,1,1,1,1,0,0,0
8021,1,1,1,1,0,0,0
8022,1,1,1,1,0,0,0
8023,1,1,1,1,0,0,0
8024,1,1,1,1,0,0,0
8025,1,1,1,1,0,0,0
8026,1,1,0,0,0,0,0
8027,1,1,1,1,0,0,0
8028,1,1,1,1,0,0,0
8029,1,1,1,1,0,0,0
8030,1,1,1,1,0,0,0
8031,1,1,1,1,0,0,0
8032,1,1,1,1,0,0,0
8033,1,1,1,1,0,0,0
8034,1,1,1,1,1,0,0
8035,1,1,1,1,0,1,0
8036,1,1,1,1,1,1,0
8037,1,1,1,1,1,1,0
8038,1,1,1,1,1,1,0
8039,1,1,1,1,1,1,0
8040,1,1,1,1,1,0,0
8041,1,1,1,1,1,0,0
8042,1,1,1,1,0,0,0
8043,1,1,1,1,0,0,0
8044,1,1,1,1,1,0,0
8045,1,1,1,1,1,0,0
8053,1,1,1,1,1,1,1
8054,1,1,1,1,1,1,1
8055,1,1,1,1,1,1,1
8056,1,1,1,1,1,1,1
8057,1,1,1,1,1,1,1
8058,1,1,1,1,1,1,1
8059,1,1,1,1,1,1,1
8060,1,1,1,1,1,1,1
8061,1,1,1,1,1,1,1
8062,1,1,1,1,1,1,1
8063,1,1,1,1,1,1,1
8168,1,1,1,1,1,1,0
8169,1,1,1,1,1,1,0
8170,1,1,1,1,1,1,0
8171,1,1,1,1,1,1,0
8172,1,1,1,1,1,1,0
8185,1,1,0,0,0,0,0
8186,1,1,0,0,0,0,0
8187,1,1,0,0,0,0,0
8189,1,1,0,0,0,0,0
8190,1,1,0,0,0,0,0
8191,1,1,0,0,0,0,0
8192,1,1,0,0,0,0,0
8193,1,1,0,0,0,0,0
8194,1,1,1,1,0,0,0
8195,1,1,1,1,0,0,0
8196,1,1,1,1,0,0,0
8197,1,1,1,1,0,0,0
8198,1,1,1,1,0,0,0
8199,1,1,0,0,0,0,0
8200,1,1,1,1,1,1,0
8201,1,1,1,1,1,1,0
8202,1,1,1,1,1,1,0
8203,1,1,1,1,0,0,0
8204,1,1,1,1,0,0,0
8205,1,1,1,1,0,0,0
8206,1,1,1,1,0,0,0
8207,1,1,1,1,1,0,0
8208,1,1,1,1,1,0,0
8209,1,1,1,1,1,1,0
8210,1,1,1,1,1,1,0
8211,1,1,1,1,1,1,0
8212,1,1,1,1,1,1,0
8213,1,1,1,1,1,0,0
8214,1,1,1,1,1,0,0
8215,1,1,1,1,1,1,0
8216,1,1,1,1,1,1,0
8217,1,1,1,1,1,1,0
8218,1,1,1,1,1,1,0
8219,1,1,1,1,0,0,0
8227,1,1,1,1,1,1,1
8228,1,1,1,1,1,1,1
8229,1,1,1,1,1,1,1
8230,1,1,1,1,1,1,1
8231,1,1,1,1,1,1,1
8232,1,1,1,1,1,1,1
8233,1,1,1,1,1,1,1
8234,1,1,1,1,1,1,1
8235,1,1,1,1,1,1,1
8236,1,1,1,1,1,1,1
8340,1,1,1,1,1,1,0
8341,1,1,1,1,1,1,0
8342,1,1,1,1,1,1,0
8343,1,1,1,1,1,1,0
8344,1,1,1,1,1,1,0
8358,1,1,0,0,0,0,0
8359,1,1,0,0,0,0,0
8360,1,1,0,0,0,0,0
8361,1,1,0,0,0,0,0
8362,1,1,0,0,0,0,0
8363,1,1,0,0,0,0,0
8364,1,1,0,0,0,0,0
8365,1,1,1,1,0,0,0
8366,1,1,1,1,0,0,0
8369,1,1,1,1,0,0,0
8370,1,1,1,1,0,0,0
8371,1,1,1,1,1,1,1
8372,1,1,1,1,1,0,0
8373,1,1,1,1,1,1,0
8374,1,1,1,1,1,1,0
8375,1,1,1,1,1,0,0
8376,1,1,1,1,0,0,0
8377,1,1,1,1,0,0,0
8378,1,1,1,1,1,0,0
8379,1,1,1,1,1,0,0
8380,1,1,1,1,1,0,0
8381,1,1,1,1,1,0,0
8382,1,1,1,1,1,1,0
8383,1,1,1,1,1,1,1
8384,1,1,1,1,1,1,1
8385,1,1,1,1,1,1,1
8386,1,1,1,1,1,1,0
8387,1,1,1,1,1,1,0
8388,1,1,1,1,1,1,1
8389,1,1,1,1,1,1,1
8390,1,1,1,1,1,1,1
8391,1,1,1,1,1,1,1
8392,1,1,1,1,1,1,1
8400,1,1,1,1,1,1,1
8401,1,1,1,1,1,1,1
8402,1,1,1,1,1,1,1
8403,1,1,1,1,1,1,1
8404,1,1,1,1,1,1,1
8405,1,1,1,1,1,1,1
8406,1,1,1,1,1,1,1
8407,1,1,1,1,1,1,1
8408,1,1,1,1,1,1,1
8409,1,1,1,1,1,1,1
8410,1,1,1,1,1,1,0
8514,1,1,1,1,1,1,0
8515,1,1,1,1,1,1,0
8516,1,1,1,1,1,1,0
8531,1,1,0,0,0,0,0
8532,1,1,0,0,0,0,0
8533,1,1,0,0,0,0,0
8534,1,1,0,0,0,0,0
8535,1,1,0,0,0,0,0
8536,1,1,0,0,0,0,0
8537,1,1,0,0,0,0,0
8538,1,1,1,1,0,0,0
8539,1,1,1,1,0,0,0
8542,1,1,1,1,0,0,0
8543,1,1,1,1,0,0,0
8544,1,1,1,1,1,1,1
8545,1,1,1,1,1,1,0
8546,1,1,1,1,1,1,0
8547,1,1,1,1,1,1,0
8548,1,1,1,1,1,1,0
8549,1,1,1,1,0,0,0
8550,1,1,1,1,1,0,0
8551,1,1,1,1,1,0,0
8552,1,1,1,1,1,0,0
8553,1,1,1,1,1,0,0
8554,1,1,1,1,1,1,0
8555,1,1,1,1,1,1,1
8556,1,1,1,1,1,1,1
8557,1,1,1,1,1,1,1
8558,1,1,1,1,1,1,1
8559,1,1,1,1,1,1,1
8560,1,1,1,1,1,1,0
8561,1,1,1,1,1,1,1
8562,1,1,1,1,1,1,1
8563,1,1,1,1,1,1,1
8564,1,1,1,1,1,1,1
8565,1,1,1,1,1,1,1
8566,1,1,1,1,1,1,1
8573,1,1,1,1,1,1,1
8574,1,1,1,1,1,1,1
8575,1,1,1,1,1,1,1
8576,1,1,1,1,1,1,1
8577,1,1,1,1,1,1,1
8578,1,1,1,1,1,1,1
8579,1,1,1,1,1,1,1
8580,1,1,1,1,1,1,1
8581,1,1,1,1,1,1,1
8582,1,1,1,1,1,1,1
8583,1,1,1,1,1,1,1
8584,1,1,1,1,1,1,0
8688,1,1,1,1,1,1,0
8689,1,1,1,1,1,1,0
8704,1,1,1,1,0,0,0
8705,1,1,0,0,0,0,0
8706,1,1,0,0,0,0,0
8707,1,1,0,0,0,0,0
8708,1,1,0,0,0,0,0
8709,1,1,0,0,0,0,0
8710,1,1,1,1,0,0,0
8711,1,1,1,1,0,0,0
8712,1,1,1,1,0,0,0
8713,1,1,1,1,0,0,0
8714,1,1,1,1,0,0,0
8715,1,1,1,1,0,0,0
8716,1,1,0,0,0,0,0
8718,1,1,1,1,1,1,0
8719,1,1,1,1,1,1,0
8720,1,1,1,1,1,1,0
8721,1,1,1,1,1,1,0
8722,1,1,1,1,0,0,0
8723,1,1,1,1,1,0,0
8724,1,1,1,1,1,1,0
8725,1,1,1,1,1,1,0
8726,1,1,1,1,1,1,0
8727,1,1,1,1,1,1,1
8728,1,1,1,1,1,1,1
8729,1,1,1,1,1,1,1
8730,1,1,1,1,1,1,1
8731,1,1,1,1,1,1,1
8732,1,1,1,1,1,1,1
8733,1,1,1,1,1,1,1
8734,1,1,1,1,1,1,1
8735,1,1,1,1,1,1,1
8736,1,1,1,1,1,1,1
8737,1,1,1,1,1,1,1
8738,1,1,1,1,1,1,1
8739,1,1,1,1,1,1,1
8740,1,1,1,1,1,1,1
8742,1,1,1,1,1,1,0
8743,1,1,1,1,1,1,0
8744,1,1,1,1,1,0,0
8745,1,1,1,1,0,1,1
8746,1,1,1,1,1,1,1
8747,1,1,1,1,1,1,1
8748,1,1,1,1,1,1,1
8749,1,1,1,1,1,1,1
8750,1,1,1,1,1,1,1
8751,1,1,1,1,1,1,1
8752,1,1,1,1,1,1,1
8753,1,1,1,1,1,1,1
8754,1,1,1,1,1,1,1
8755,1,1,1,1,1,1,1
8756,1,1,1,1,1,1,1
8757,1,1,1,1,1,1,1
8758,1,1,1,1,0,0,0
8759,1,1,1,1,0,0,0
8861,1,1,1,1,1,1,0
8862,1,1,1,1,1,1,0
8865,1,1,1,1,1,1,0
8866,1,1,1,1,0,0,0
8877,1,1,1,1,0,0,0
8878,1,1,0,0,0,0,0
8879,1,1,0,0,0,0,0
8880,1,1,0,0,0,0,0
8881,1,1,0,0,0,0,0
8882,1,1,1,1,0,0,0
8883,1,1,1,1,0,0,0
8884,1,1,1,1,0,0,0
8885,1,1,1,1,0,0,0
8886,1,1,1,1,0,0,0
8887,1,1,1,1,0,0,0
8888,1,1,1,1,0,0,0
8889,1,1,0,0,0,0,0
8892,1,1,1,1,1,1,0
8893,1,1,1,1,1,1,1
8894,1,1,1,1,1,1,1
8895,1,1,1,1,1,1,1
8896,1,1,1,1,1,1,0
8897,1,1,1,1,1,1,0
8898,1,1,1,1,1,1,0
8899,1,1,1,1,1,1,1
8900,1,1,1,1,1,1,1
8901,1,1,1,1,1,1,1
8902,1,1,1,1,1,1,1
8903,1,1,1,1,1,1,1
8904,1,1,1,1,1,1,1
8905,1,1,1,1,1,1,1
8906,1,1,1,1,1,1,1
8907,1,1,1,1,1,1,1
8908,1,1,1,1,1,1,1
8909,1,1,1,1,1,1,1
8910,1,1,1,1,1,1,1
8911,1,1,1,1,1,1,1
8912,1,1,1,1,1,1,1
8913,1,1,1,1,1,1,1
8914,1,1,1,1,1,1,1
8915,1,1,1,1,1,1,0
8916,1,1,1,1,1,1,1
8917,1,1,1,1,1,0,0
8918,1,1,1,1,1,1,1
8919,1,1,1,1,1,1,1
8920,1,1,1,1,1,1,1
8921,1,1,1,1,1,1,1
8922,1,1,1,1,1,1,1
8923,1,1,1,1,1,1,1
8924,1,1,1,1,1,1,1
8925,1,1,1,1,1,1,1
8926,1,1,1,1,1,1,1
8927,1,1,1,1,1,1,1
8928,1,1,1,1,1,1,1
8929,1,1,1,1,1,1,1
8930,1,1,1,1,1,1,1
8931,1,1,1,1,0,0,0
8932,1,1,1,1,0,0,0
8933,1,1,1,1,0,0,0
9037,1,1,1,1,1,1,1
9038,1,1,1,1,1,1,1
9039,1,1,1,1,0,0,0
9048,1,1,1,1,0,0,0
9049,1,1,1,1,0,0,0
9051,1,1,0,0,0,0,0
9052,1,1,0,0,0,0,0
9053,1,1,0,0,0,0,0
9054,1,1,0,0,0,0,0
9055,1,1,1,1,0,0,0
9056,1,1,1,1,0,0,0
9057,1,1,1,1,0,0,0
9058,1,1,1,1,0,0,0
9059,1,1,1,1,0,0,0
9060,1,1,1,1,0,0,0
9061,1,1,1,1,0,0,0
9062,1,1,1,1,0,0,0
9063,1,1,1,1,0,0,0
9064,1,1,1,1,1,1,0
9065,1,1,1,1,1,1,0
9066,1,1,1,1,1,1,1
9067,1,1,1,1,1,1,1
9068,1,1,1,1,1,1,1
9069,1,1,1,1,1,1,1
9070,1,1,1,1,1,1,1
9071,1,1,1,1,1,1,1
9072,1,1,1,1,1,1,1
9073,1,1,1,1,1,1,1
9074,1,1,1,1,1,1,1
9075,1,1,1,1,1,1,1
9076,1,1,1,1,1,1,1
9077,1,1,1,1,1,1,1
9078,1,1,1,1,1,1,1
9079,1,1,1,1,1,1,1
9080,1,1,1,1,1,1,1
9081,1,1,1,1,1,1,1
9082,1,1,1,1,1,1,1
9083,1,1,1,1,1,1,1
9084,1,1,1,1,1,1,1
9085,1,1,1,1,1,1,1
9086,1,1,1,1,1,1,1
9087,1,1,1,1,1,1,1
9088,1,1,1,1,1,1,1
9089,1,1,1,1,1,1,1
9090,1,1,1,1,1,1,1
9091,1,1,1,1,1,1,1
9092,1,1,1,1,1,1,1
9093,1,1,1,1,1,1,1
9094,1,1,1,1,1,1,1
9095,1,1,1,1,1,1,1
9096,1,1,1,1,1,1,1
9097,1,1,1,1,1,1,1
9098,1,1,1,1,1,1,1
9099,1,1,1,1,1,1,1
9100,1,1,1,1,1,1,1
9101,1,1,1,1,1,1,1
9102,1,1,1,1,1,1,1
9103,1,1,1,1,1,1,1
9104,1,1,1,1,1,1,1
9105,1,1,1,1,1,0,0
9106,1,1,1,1,0,0,0
9107,1,1,1,1,0,0,0
9208,1,1,1,1,1,1,1
9209,1,1,1,1,1,1,1
9210,1,1,1,1,1,1,1
9211,1,1,1,1,1,1,1
9212,1,1,1,0,0,0,0
9220,1,1,1,1,0,0,0
9221,1,1,1,1,0,0,0
9224,1,0,0,0,0,0,0
9225,1,0,0,0,0,0,0
9226,1,1,0,0,0,0,0
9227,1,1,0,0,0,0,0
9228,1,1,1,0,0,0,0
9229,1,1,1,0,0,0,0
9230,1,1,1,0,0,0,0
9231,1,1,1,0,0,0,0
9232,1,1,1,0,0,0,0
9233,1,1,1,0,0,0,0
9234,1,1,1,1,0,0,0
9235,1,1,1,1,0,0,0
9236,1,1,1,1,0,0,0
9237,1,1,1,1,1,1,0
9238,1,1,1,1,1,1,0
9239,1,1,1,1,1,1,1
9240,1,1,1,1,1,1,1
9241,1,1,1,1,1,1,1
9242,1,1,1,1,1,1,1
9243,1,1,1,1,1,1,1
9244,1,1,1,1,1,1,1
9245,1,1,1,1,1,1,1
9246,1,1,1,1,1,1,1
9247,1,1,1,1,1,1,1
9248,1,1,1,1,1,1,1
9249,1,1,1,1,1,1,1
9250,1,1,1,1,1,1,1
9251,1,1,1,1,1,1,1
9252,1,1,1,1,1,1,1
9253,1,1,1,1,1,1,1
9254,1,1,1,1,1,1,1
9255,1,1,1,1,1,1,1
9256,1,1,1,1,1,1,1
9257,1,1,1,1,1,1,1
9258,1,1,1,1,1,1,1
9259,1,1,1,1,1,1,1
9260,1,1,1,1,1,1,1
9261,1,1,1,1,1,1,1
9262,1,1,1,1,1,1,1
9263,1,1,1,1,1,1,1
9264,1,1,1,1,1,1,1
9265,1,1,1,1,1,1,1
9266,1,1,1,1,1,1,1
9267,1,1,1,1,1,1,1
9268,1,1,1,1,1,1,1
9269,1,1,1,1,1,1,1
9270,1,1,1,1,1,1,1
9271,1,1,1,1,1,1,1
9272,1,1,1,1,1,1,1
9273,1,1,1,1,1,1,1
9274,1,1,1,1,1,1,1
9275,1,1,1,1,1,1,1
9276,1,1,1,1,1,1,1
9277,1,1,1,1,1,1,1
9278,1,1,1,1,1,1,1
9279,1,1,1,1,0,0,0
9280,1,1,1,1,0,0,0
9378,1,1,1,1,0,0,0
9379,1,1,1,1,1,1,1
9380,1,1,1,1,1,1,1
9381,1,1,1,1,1,1,1
9382,1,1,1,1,1,1,1
9383,1,1,1,1,1,1,1
9384,1,1,1,1,1,1,1
9385,1,1,1,1,0,1,0
9396,1,0,0,0,0,0,0
9397,1,0,0,0,0,0,0
9398,1,0,0,0,0,0,0
9399,1,1,1,0,0,0,0
9400,1,1,1,0,0,0,0
9401,1,1,1,0,0,0,0
9402,1,1,1,0,0,0,0
9403,1,1,1,0,0,0,0
9404,1,1,1,0,0,0,0
9405,1,1,1,0,0,0,0
9406,1,1,1,0,0,0,0
9407,1,1,1,1,0,0,0
9408,1,1,1,1,0,0,0
9409,1,1,1,1,0,0,0
9410,1,1,1,1,1,1,1
9411,1,1,1,1,1,1,1
9412,1,1,1,1,1,1,0
9416,1,1,1,1,1,1,1
9417,1,1,1,1,1,1,1
9418,1,1,1,1,1,1,1
9419,1,1,1,1,1,1,1
9420,1,1,1,1,1,1,1
9421,1,1,1,1,1,1,1
9422,1,1,1,1,1,1,1
9423,1,1,1,1,1,1,1
9424,1,1,1,1,1,1,1
9425,1,1,1,1,1,1,1
9426,1,1,1,1,1,1,1
9427,1,1,1,1,1,1,1
9428,1,1,1,1,1,1,1
9429,1,1,1,1,1,1,1
9430,1,1,1,1,1,1,1
9431,1,1,1,1,1,1,1
9432,1,1,1,1,1,1,1
9433,1,1,1,1,1,1,1
9434,1,1,1,1,1,1,1
9435,1,1,1,1,1,1,1
9436,1,1,1,1,1,1,1
9437,1,1,1,1,1,1,1
9438,1,1,1,1,1,1,1
9439,1,1,1,1,1,1,1
9440,1,1,1,1,1,1,1
9441,1,1,1,1,1,1,1
9442,1,1,1,1,1,1,1
9443,1,1,1,1,1,1,1
9444,1,1,1,1,1,1,1
9445,1,1,1,1,1,1,1
9446,1,1,1,1,1,1,1
9447,1,1,1,1,1,1,1
9448,1,1,1,1,1,1,1
9449,1,1,1,1,1,1,1
9450,1,1,1,1,1,1,1
9451,1,1,1,1,1,1,1
9452,1,1,1,1,1,1,0
9453,1,1,1,1,0,0,0
9551,1,1,1,1,0,0,0
9552,1,1,1,1,1,1,1
9553,1,1,1,1,1,1,1
9554,1,1,1,1,1,1,1
9555,1,1,1,1,1,1,1
9556,1,1,1,1,1,1,1
9557,1,1,1,1,1,1,1
9559,1,1,1,1,1,1,0
9560,1,1,1,1,1,1,1
9561,1,1,1,1,1,1,1
9562,1,1,1,1,1,1,1
9563,1,1,1,1,1,1,1
9569,1,0,0,0,0,0,0
9570,1,0,0,0,0,0,0
9571,1,0,0,0,0,0,0
9573,1,1,1,0,0,0,0
9574,1,1,1,0,0,0,0
9575,1,1,1,0,0,0,0
9576,1,1,1,0,0,0,0
9577,1,1,1,0,0,0,0
9578,1,1,1,0,0,0,0
9579,1,1,1,0,0,0,0
9580,1,1,1,0,0,0,0
9581,1,1,1,0,0,0,0
9583,1,1,1,1,1,1,1
9584,1,1,1,1,1,1,1
9590,1,1,1,1,1,1,1
9591,1,1,1,1,1,1,1
9592,1,1,1,1,1,1,1
9593,1,1,1,1,1,1,1
9594,1,1,1,1,1,1,1
9595,1,1,1,1,1,1,1
9596,1,1,1,1,1,1,1
9597,1,1,1,1,1,1,1
9598,1,1,1,1,1,1,1
9599,1,1,1,1,1,1,1
9600,1,1,1,1,1,1,1
9601,1,1,1,1,1,1,1
9602,1,1,1,1,1,1,1
9603,1,1,1,1,1,1,1
9604,1,1,1,1,1,1,1
9605,1,1,1,1,1,1,1
9606,1,1,1,1,1,1,1
9607,1,1,1,1,1,1,1
9608,1,1,1,1,1,1,1
9609,1,1,1,1,1,1,1
9610,1,1,1,1,1,1,1
9611,1,1,1,1,1,1,1
9612,1,1,1,1,1,1,1
9613,1,1,1,1,1,1,1
9614,1,1,1,1,1,1,1
9615,1,1,1,1,1,1,1
9616,1,1,1,1,1,1,1
9617,1,1,1,1,1,1,1
9618,1,1,1,1,1,1,1
9619,1,1,1,1,1,1,1
9620,1,1,1,1,1,1,1
9621,1,1,1,1,1,1,1
9622,1,1,1,1,1,1,1
9623,1,1,1,1,1,1,1
9624,1,1,1,1,1,1,0
9625,1,1,1,1,0,1,0
9627,1,1,1,1,1,1,0
9724,1,0,0,0,0,0,0
9725,1,1,1,1,1,1,1
9726,1,1,1,1,1,1,1
9727,1,1,1,1,1,1,1
9728,1,1,1,1,1,1,1
9729,1,1,1,1,1,1,1
9730,1,1,1,1,1,1,1
9735,1,1,1,1,1,1,1
9736,1,1,1,1,1,1,1
9742,1,0,0,0,0,0,0
9743,1,0,0,0,0,0,0
9746,1,1,1,0,0,0,0
9747,1,1,1,0,0,0,0
9748,1,1,1,0,0,0,0
9749,1,1,1,0,0,0,0
9750,1,1,1,0,0,0,0
9751,1,1,1,0,0,0,0
9752,1,1,1,0,0,0,0
9753,1,1,1,0,0,0,0
9754,1,1,1,0,0,0,0
9755,1,1,1,1,1,1,0
9756,1,1,1,1,1,1,1
9757,1,1,1,1,1,1,1
9758,1,1,1,1,1,1,0
9759,1,1,1,0,0,0,0
9764,1,1,1,1,1,1,1
9765,1,1,1,1,1,1,1
9766,1,1,1,1,1,1,1
9767,1,1,1,1,1,1,1
9768,1,1,1,1,1,1,1
9769,1,1,1,1,1,1,1
9770,1,1,1,1,1,1,1
9771,1,1,1,1,1,1,1
9772,1,1,1,1,1,1,1
9773,1,1,1,1,1,1,1
9774,1,1,1,1,1,1,1
9775,1,1,1,1,1,1,1
9776,1,1,1,1,1,1,1
9777,1,1,1,1,1,1,1
9778,1,1,1,1,1,1,1
9779,1,1,1,1,1,1,1
9780,1,1,1,1,1,1,1
9781,1,1,1,1,1,1,1
9782,1,1,1,1,1,1,1
9783,1,1,1,1,1,1,1
9784,1,1,1,1,1,1,1
9785,1,1,1,1,1,1,1
9786,1,1,1,1,1,1,1
9787,1,1,1,1,1,1,1
9788,1,1,1,1,1,1,1
9789,1,1,1,1,1,1,1
9790,1,1,1,1,1,1,1
9791,1,1,1,1,1,1,1
9792,1,1,1,1,1,1,1
9793,1,1,1,1,1,1,1
9794,1,1,1,1,1,1,1
9795,1,1,1,1,1,1,1
9796,1,1,1,1,1,1,1
9797,1,1,1,1,1,1,1
9800,1,1,1,1,1,1,0
9801,1,1,1,1,1,1,0
9898,1,1,1,0,0,0,0
9899,1,1,1,1,1,1,0
9900,1,1,1,1,1,1,0
9901,1,1,1,1,1,1,0
9902,1,1,1,1,1,1,1
9903,1,1,1,1,1,1,1
9904,1,1,1,1,1,1,1
9911,1,1,1,1,1,0,0
9912,1,1,1,1,1,0,0
9913,1,1,1,1,1,0,0
9928,1,1,1,1,1,1,1
9929,1,1,1,1,1,1,1
9930,1,1,1,1,1,1,0
9931,1,1,1,1,1,1,0
9932,1,1,1,1,1,1,0
9933,1,1,1,0,0,0,0
9939,1,1,1,1,1,1,1
9940,1,1,1,1,1,1,1
9941,1,1,1,1,1,1,1
9942,1,1,1,1,1,1,1
9943,1,1,1,1,1,1,1
9944,1,1,1,1,1,1,1
9945,1,1,1,1,1,1,1
9946,1,1,1,1,1,1,1
9947,1,1,1,1,1,1,1
9948,1,1,1,1,1,1,1
9949,1,1,1,1,1,1,1
9950,1,1,1,1,1,1,1
9951,1,1,1,1,1,1,1
9952,1,1,1,1,1,1,1
9953,1,1,1,1,1,1,1
9954,1,1,1,1,1,1,1
9955,1,1,1,1,1,1,1
9956,1,1,1,1,1,1,1
9957,1,1,1,1,1,1,1
9958,1,1,1,1,1,1,1
9959,1,1,1,1,1,1,1
9960,1,1,1,1,1,1,1
9961,1,1,1,1,1,1,1
9962,1,1,1,1,1,1,1
9963,1,1,1,1,1,1,1
9964,1,1,1,1,1,1,1
9965,1,1,1,1,1,1,1
9966,1,1,1,1,1,1,1
9967,1,1,1,1,1,1,1
9968,1,1,1,1,1,1,1
9969,1,1,1,1,1,1,1
9970,1,1,1,1,1,0,1
9971,1,1,1,1,0,0,0
10046,1,1,1,0,0,0,0
10047,1,1,1,1,0,0,0
10048,1,1,1,1,0,0,0
